docker run docker-perf
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 113
3, 184
4, 248
5, 275
6, 351
7, 367
8, 740
9, 760
10, 789
11, 800
12, 832
13, 864
14, 923
15, 932
16, 997
17, 1039
18, 1047
19, 1058
20, 1083
21, 1097
22, 1092
23, 1136
24, 1117
25, 1119
26, 1186
27, 1266
28, 1334
29, 1376
30, 1405
31, 1483
32, 1527
33, 1573
34, 1619
35, 1657
36, 1708
37, 1754
38, 1843
39, 1868
40, 1950
41, 1936
42, 2003
43, 2129
44, 2057
45, 2234
46, 2176
47, 2258
48, 2268
49, 2292
50, 2366
51, 2375
52, 2482
53, 2557
54, 2549
55, 2650
56, 2717
57, 2711
58, 2710
59, 2761
60, 2821
61, 2926
62, 2903
63, 3046
64, 3136
65, 3142
66, 3194
67, 3206
68, 3268
69, 3241
70, 3402
71, 3398
72, 3539
73, 3581
74, 3498
75, 3639
76, 3689
77, 3752
78, 3912
79, 3881
80, 3942
81, 4019
82, 3920
83, 3855
84, 4123
85, 4206
86, 4222
87, 4265
88, 4187
89, 4313
90, 4472
91, 4316
92, 4446
93, 4580
94, 4610
95, 4617
96, 4555
97, 4802
98, 4808
99, 4918
100, 4910
docker run -e JVM_ADDITIONAL_ARGS=-XX:ActiveProcessorCount=24 docker-perf
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 114
3, 173
4, 235
5, 307
6, 346
7, 373
8, 381
9, 414
10, 450
11, 488
12, 518
13, 561
14, 610
15, 645
16, 681
17, 723
18, 761
19, 805
20, 831
21, 877
22, 888
23, 936
24, 956
25, 980
26, 1031
27, 1086
28, 1129
29, 1182
30, 1215
31, 1245
32, 1288
33, 1343
34, 1377
35, 1424
36, 1451
37, 1499
38, 1533
39, 1604
40, 1620
41, 1659
42, 1713
43, 1762
44, 1783
45, 1817
46, 1870
47, 1913
48, 1959
49, 1995
50, 2043
51, 2079
52, 2124
53, 2175
54, 2200
55, 2246
56, 2303
57, 2336
58, 2362
59, 2411
60, 2433
61, 2511
62, 2567
63, 2601
64, 2666
65, 2648
66, 2714
67, 2747
68, 2768
69, 2849
70, 2861
71, 2919
72, 2945
73, 3009
74, 3039
75, 3116
76, 3157
77, 3173
78, 3197
79, 3295
80, 3330
81, 3360
82, 3414
83, 3452
84, 3450
85, 3518
86, 3561
87, 3629
88, 3702
89, 3715
90, 3747
91, 3776
92, 3884
93, 3942
94, 3937
95, 3961
96, 4103
97, 4044
98, 4067
99, 4168
100, 4171
