java -jar target/docker-java-performance-1.0-SNAPSHOT-jar-with-dependencies.jar
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 64
3, 168
4, 245
5, 296
6, 288
7, 393
8, 386
9, 408
10, 430
11, 453
12, 419
13, 465
14, 469
15, 571
16, 585
17, 645
18, 677
19, 701
20, 747
21, 795
22, 826
23, 885
24, 933
25, 985
26, 1032
27, 1077
28, 1120
29, 1177
30, 1206
31, 1247
32, 1293
33, 1332
34, 1378
35, 1424
36, 1454
37, 1499
38, 1535
39, 1590
40, 1617
41, 1679
42, 1710
43, 1748
44, 1799
45, 1846
46, 1880
47, 1912
48, 1966
49, 2016
50, 2029
51, 2086
52, 2133
53, 2187
54, 2216
55, 2267
56, 2296
57, 2333
58, 2389
59, 2407
60, 2466
61, 2515
62, 2555
63, 2593
64, 2641
65, 2687
66, 2716
67, 2766
68, 2804
69, 2837
70, 2897
71, 2919
72, 2976
73, 3028
74, 3066
75, 3109
76, 3144
77, 3178
78, 3244
79, 3252
80, 3305
81, 3364
82, 3390
83, 3431
84, 3460
85, 3517
86, 3570
87, 3585
88, 3631
89, 3674
90, 3734
91, 3768
92, 3818
93, 3872
94, 3876
95, 3938
96, 3988
97, 4030
98, 4071
99, 4102
100, 4153
java -XX:ActiveProcessorCount=24 -jar target/docker-java-performance-1.0-SNAPSHOT-jar-with-dependencies.jar
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 65
3, 166
4, 213
5, 267
6, 291
7, 300
8, 388
9, 340
10, 404
11, 418
12, 499
13, 454
14, 542
15, 570
16, 591
17, 649
18, 685
19, 714
20, 760
21, 794
22, 849
23, 882
24, 932
25, 986
26, 1035
27, 1072
28, 1119
29, 1149
30, 1209
31, 1245
32, 1291
33, 1334
34, 1366
35, 1414
36, 1452
37, 1507
38, 1545
39, 1571
40, 1621
41, 1669
42, 1710
43, 1747
44, 1788
45, 1820
46, 1887
47, 1918
48, 1956
49, 1990
50, 2030
51, 2073
52, 2116
53, 2165
54, 2211
55, 2250
56, 2282
57, 2320
58, 2369
59, 2422
60, 2448
61, 2480
62, 2534
63, 2574
64, 2623
65, 2652
66, 2709
67, 2745
68, 2781
69, 2831
70, 2880
71, 2903
72, 2951
73, 2994
74, 3020
75, 3077
76, 3110
77, 3151
78, 3204
79, 3231
80, 3287
81, 3313
82, 3374
83, 3406
84, 3452
85, 3485
86, 3547
87, 3563
88, 3612
89, 3657
90, 3701
91, 3747
92, 3780
93, 3818
94, 3864
95, 3910
96, 3955
97, 4000
98, 4033
99, 4060
100, 4116
