docker run docker-perf
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 112
3, 178
4, 249
5, 327
6, 343
7, 401
8, 401
9, 778
10, 835
11, 841
12, 851
13, 892
14, 888
15, 970
16, 1003
17, 1032
18, 1049
19, 1071
20, 1096
21, 1106
22, 1111
23, 1112
24, 1094
25, 1104
26, 1205
27, 1257
28, 1302
29, 1355
30, 1386
31, 1453
32, 1502
33, 1531
34, 1635
35, 1666
36, 1712
37, 1754
38, 1818
39, 1821
40, 1894
41, 1998
42, 1972
43, 2017
44, 2060
45, 2129
46, 2202
47, 2200
48, 2216
49, 2278
50, 2357
51, 2365
52, 2483
53, 2512
54, 2569
55, 2605
56, 2647
57, 2690
58, 2744
59, 2817
60, 2845
61, 2893
62, 2969
63, 3052
64, 3080
65, 3159
66, 3176
67, 3247
68, 3255
69, 3345
70, 3298
71, 3425
72, 3487
73, 3529
74, 3557
75, 3670
76, 3583
77, 3731
78, 3786
79, 3766
80, 3753
81, 3900
82, 3910
83, 3957
84, 3974
85, 4177
86, 4218
87, 4261
88, 4302
89, 4245
90, 4381
91, 4448
92, 4464
93, 4455
94, 4505
95, 4741
96, 4702
97, 4895
98, 4840
99, 4833
100, 4842
docker run -e JVM_ADDITIONAL_ARGS=-XX:ActiveProcessorCount=24 docker-perf
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 112
3, 192
4, 248
5, 302
6, 360
7, 370
8, 388
9, 417
10, 432
11, 481
12, 520
13, 544
14, 591
15, 633
16, 677
17, 713
18, 752
19, 784
20, 818
21, 873
22, 879
23, 908
24, 966
25, 973
26, 1022
27, 1089
28, 1132
29, 1167
30, 1205
31, 1263
32, 1285
33, 1333
34, 1374
35, 1427
36, 1461
37, 1488
38, 1536
39, 1588
40, 1618
41, 1657
42, 1705
43, 1734
44, 1795
45, 1842
46, 1869
47, 1899
48, 1974
49, 1978
50, 2051
51, 2094
52, 2124
53, 2177
54, 2195
55, 2222
56, 2296
57, 2344
58, 2359
59, 2435
60, 2476
61, 2498
62, 2544
63, 2560
64, 2669
65, 2657
66, 2754
67, 2752
68, 2810
69, 2860
70, 2875
71, 2929
72, 2937
73, 2994
74, 2997
75, 3050
76, 3099
77, 3183
78, 3226
79, 3258
80, 3360
81, 3320
82, 3461
83, 3461
84, 3534
85, 3495
86, 3590
87, 3648
88, 3703
89, 3639
90, 3785
91, 3837
92, 3835
93, 3815
94, 3905
95, 3910
96, 4028
97, 4046
98, 4085
99, 4165
100, 4107
