java -jar target/docker-java-performance-1.0-SNAPSHOT-jar-with-dependencies.jar
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 65
3, 166
4, 193
5, 263
6, 333
7, 339
8, 353
9, 394
10, 390
11, 414
12, 392
13, 458
14, 469
15, 546
16, 593
17, 632
18, 660
19, 702
20, 758
21, 785
22, 837
23, 881
24, 924
25, 977
26, 1038
27, 1066
28, 1114
29, 1154
30, 1192
31, 1233
32, 1268
33, 1324
34, 1361
35, 1416
36, 1447
37, 1478
38, 1537
39, 1570
40, 1601
41, 1658
42, 1693
43, 1737
44, 1774
45, 1822
46, 1859
47, 1908
48, 1931
49, 1976
50, 2031
51, 2073
52, 2105
53, 2147
54, 2189
55, 2237
56, 2288
57, 2327
58, 2374
59, 2403
60, 2459
61, 2490
62, 2545
63, 2574
64, 2644
65, 2655
66, 2693
67, 2736
68, 2780
69, 2829
70, 2870
71, 2908
72, 2961
73, 2990
74, 3038
75, 3073
76, 3122
77, 3163
78, 3193
79, 3252
80, 3294
81, 3313
82, 3384
83, 3390
84, 3466
85, 3498
86, 3531
87, 3566
88, 3604
89, 3658
90, 3709
91, 3743
92, 3773
93, 3825
94, 3860
95, 3927
96, 3949
97, 4002
98, 4018
99, 4064
100, 4114
java -XX:ActiveProcessorCount=24 -jar target/docker-java-performance-1.0-SNAPSHOT-jar-with-dependencies.jar
Detected 24 cores
Testing with X threads, each making 1000000 sin(x) calls per threadNumber of Threads, Milliseconds
1, 0
2, 67
3, 163
4, 195
5, 299
6, 334
7, 301
8, 355
9, 405
10, 368
11, 472
12, 434
13, 466
14, 517
15, 546
16, 611
17, 650
18, 668
19, 715
20, 755
21, 795
22, 836
23, 891
24, 941
25, 993
26, 1041
27, 1095
28, 1130
29, 1166
30, 1215
31, 1244
32, 1295
33, 1321
34, 1366
35, 1411
36, 1473
37, 1499
38, 1545
39, 1598
40, 1633
41, 1676
42, 1719
43, 1757
44, 1802
45, 1838
46, 1866
47, 1921
48, 1965
49, 2025
50, 2030
51, 2107
52, 2123
53, 2163
54, 2215
55, 2264
56, 2293
57, 2352
58, 2387
59, 2425
60, 2474
61, 2506
62, 2550
63, 2570
64, 2622
65, 2675
66, 2723
67, 2753
68, 2793
69, 2841
70, 2873
71, 2917
72, 2965
73, 3007
74, 3062
75, 3083
76, 3140
77, 3159
78, 3226
79, 3265
80, 3299
81, 3326
82, 3363
83, 3419
84, 3458
85, 3504
86, 3566
87, 3577
88, 3644
89, 3677
90, 3716
91, 3749
92, 3803
93, 3852
94, 3881
95, 3947
96, 3966
97, 4001
98, 4066
99, 4075
100, 4117
